49|借り入れる| かりいれる| to borrow - to rent - to lease - to charter|銀行からローンを借り入れたいと思います。 jlpt-n0
50|借地| しゃくち| leased land|ここはJRの借地です。 jlpt-n0
51|借用書| しゃくようしょ| promissory note - written acknowledgment of debt - IOU|借用書で借り方と借り手の名前が書いてあります。 jlpt-n0
52|借り方| かりかた| debtor - debit| jlpt-n0
53|借り手| かりて| borrower - debtor - tenant| jlpt-n0
54|借家人| しゃくやにん| tenant - renter| jlpt-n0
55|借用| しゃくよう| borrowing - loan| jlpt-n0
56|借家| しゃくや| rented house - house for rent| jlpt-n0
57|借入金| かりいれきん| loan - loan payable - debt| jlpt-n0
58|借り| かり| borrowing - debt - loan| jlpt-n1
59|借金| しゃっきん| debt - loan - liabilities - borrowing money| jlpt-n3
60|借りる| かりる| to borrow - to have a loan| jlpt-n5
61|働き人| はたらきびと| worker - good worker| jlpt-n0
62|働き方| はたらきかた| work style - way of working| jlpt-n0
63|働きがい| はたらきがい| job satisfaction - quality of work life - reason to work| jlpt-n0
64|働かざる者食うべからず| はたらかざるものくうべからず| if man will not work  he shall not eat - no work  no play| jlpt-n0
65|働き出す| はたらきだす| to start working - to take action| jlpt-n0
66|働きすぎ| はたらきすぎ| overactivity - overwork| jlpt-n0
67|働きすぎる| はたらきすぎる| to overwork| jlpt-n0
68|働き手| はたらきて| worker - breadwinner - supporter| jlpt-n0
69|働き口| はたらきぐち| position - job - employment - opening| jlpt-n0
70|働き者| はたらきもの| hard worker - hardworking person| jlpt-n0
71|働かす| はたらかす| to put someone to work - to make someone work| jlpt-n0
72|働きかける| はたらきかける| to work on (someone) - to appeal to - to make approaches to - to pressure - to exert influence on - to seek action from| jlpt-n0
73|働かせる| はたらかせる| to put someone to work - to make someone work| jlpt-n0
74|働き| はたらき| work - labor - labour| jlpt-n3
75|働く| はたらく| to work - to labor - to labour| jlpt-n5
76|元日| がんじつ| New Year's Day| jlpt-n0
77|元来| がんらい| originally - essentially - naturally - by nature - really - actually| jlpt-n1
78|元気| げんき| lively - full of spirit - energetic - vigorous - vital - spirited| jlpt-n5
79|兄姉| けいし| brother and sister| jlpt-n0
80|兄弟子| あにでし| senior pupil (of the same master) - senior disciple - senior student - senior member| jlpt-n0
81|兄さん| にいさん| older brother - elder brother| jlpt-n0
82|兄ちゃん| にいちゃん| (one's) older brother| jlpt-n0
83|兄弟| きょうだい| siblings - brothers and sisters| jlpt-n5
84|光年| こうねん| light-year| jlpt-n0
85|光学| こうがく| optics| jlpt-n0
86|光る| ひかる| to shine - to glitter - to be bright| jlpt-n4
87|写真集| しゃしんしゅう| photo book (esp. one featuring photos of female celebrities  models) - photobook| jlpt-n0
88|写真画| しゃしんが| digitally altered photograph (e.g. made to look like an oil painting)| jlpt-n0
89|写生| しゃせい| sketching - drawing from nature - portrayal - description| jlpt-n2
90|写り| うつり| projection - reflection - image - reception (e.g. TV) - picture quality| jlpt-n0
91|写真屋| しゃしんや| photo studio - photographer| jlpt-n0
92|写真家| しゃしんか| photographer| jlpt-n0
93|写し| うつし| copy - duplicate - facsimile - transcript| jlpt-n1
94|写る| うつる| to be photographed - to be projected| jlpt-n2
95|写す| うつす| to copy - to duplicate - to reproduce - to trace - to transcribe| jlpt-n4
96|写真| しゃしん| photograph - photo - picture - snapshot - snap| jlpt-n5
97|冬作| ふゆさく| winter crop| jlpt-n0
98|冬物| ふゆもの| winter clothing - winter wear| jlpt-n0
99|冬山| ふゆやま| wintry mountain| jlpt-n0
100|冬場| ふゆば| wintertime - winter season| jlpt-n0
101|冬休み| ふゆやすみ| winter vacation - winter holidays| jlpt-n0
102|切れ目| きれめ| gap - break - rift| jlpt-n1
103|切れ| きれ| piece - slice - strip - scrap| jlpt-n3
104|切れる| きれる| to break - to snap - to be cut - to split - to crack| jlpt-n3
105|切る| きる| to cut - to cut through - to perform (surgery)| jlpt-n5
106|切手| きって| stamp (postage) - merchandise certificate| jlpt-n5
107|切り| きり| end - finish - place to stop| jlpt-n1
108|別人| べつじん| different person - another person - someone else - changed man| jlpt-n0
109|別れ| わかれ| parting - separation - farewell| jlpt-n3
110|別に| べつに| (not) particularly - (not) especially - (not) specially| jlpt-n3
111|分ける| わける| to divide (into) - to split (into) - to part - to separate - to divide up - to classify - to sort out - to divide out| jlpt-n3
112|別れる| わかれる| to part (usu. of people) - to part from - to part with - to be apart from| jlpt-n4
113|力説| りきせつ| emphasizing (a point  argument  etc.) - stressing - insistence - arguing strongly (for  against)| jlpt-n0
114|力学| りきがく| mechanics - dynamics| jlpt-n0
115|力強い| ちからづよい| powerful - strong - forceful - vigorous| jlpt-n2
116|勉強になる| べんきょうになる| to gain knowledge - to be illuminated| jlpt-n0
117|勉強会| べんきょうかい| study group - study meeting| jlpt-n0
118|勉強代| べんきょうだい| cost of a lesson learned (e.g. from failing at something) - price of a life lesson| jlpt-n0
119|勉強時間| べんきょうじかん| one's study hours (time)| jlpt-n0
120|勉強不足| べんきょうぶそく| insufficient study| jlpt-n0
121|勉強家| べんきょうか| diligent student - studious person| jlpt-n0
122|勉強中| べんきょうちゅう| while studying - presently studying| jlpt-n0
123|勉学| べんがく| study - pursuit of knowledge| jlpt-n0
124|勉強| べんきょう| study| jlpt-n3
125|動き| うごき| movement - move - motion| jlpt-n1
126|動作| どうさ| movement (of the body) - action - motion - gesture| jlpt-n2
127|動く| うごく| to move - to stir - to shift - to shake - to swing| jlpt-n4
128|動力| どうりょく| power - motive power| jlpt-n1
129|動物| どうぶつ| animal| jlpt-n5
130|区民| くみん| ward residents| jlpt-n0
131|区間| くかん| section (of track  etc.) - segment - dimension| jlpt-n1
132|区画| くかく| division - section - compartment - block - plot - lot - partition - boundary| jlpt-n1
133|区切る| くぎる| to divide - to separate - to partition - to demarcate - to delimit - to mark off| jlpt-n2
134|区分| くぶん| division - section - demarcation - partition - segmentation - compartment - (traffic) lane| jlpt-n2
135|区別| くべつ| distinction - differentiation - discrimination - difference| jlpt-n3
136|医大| いだい| medical school| jlpt-n0
137|医院| いいん| doctor's office - doctor's surgery - clinic| jlpt-n0
138|医薬品| いやくひん| medical and pharmaceutical products - medicinal supplies - drugs - pharmaceuticals - medicine| jlpt-n0
139|医者| いしゃ| doctor - physician| jlpt-n5
140|医学| いがく| medical science - medicine| jlpt-n4
141|去校| きょこう| leaving school (due to transfer)| jlpt-n0
142|去来| きょらい| coming and going - recurring (esp. thoughts)| jlpt-n0
143|去る| さる| to leave - to go away| jlpt-n3
144|去年| きょねん| last year| jlpt-n5
145|台本| だいほん| script - libretto - scenario| jlpt-n1
146|台風| たいふう| typhoon - hurricane| jlpt-n4
147|台所| だいどころ| kitchen| jlpt-n5
148|合計| ごうけい| sum total - total amount| jlpt-n3
149|合わせる| あわせる| to match (rhythm  speed  etc.)| jlpt-n3
150|合う| あう| to come together - to merge - to unite - to meet| jlpt-n4
151|合同| ごうどう| combination - union - joining - incorporation - amalgamation - merger - fusion| jlpt-n2
152|合図| あいず| sign - signal - cue| jlpt-n3
153|合い| あい| between-season wear - spring and autumn clothing - spring and fall clothing| jlpt-n0
154|同意| どうい| agreement - consent - approval - assent| jlpt-n1
155|同時| どうじ| simultaneous - concurrent - same time - synchronous - together| jlpt-n3
156|同じ| おなじ| same - identical - equal - alike - equivalent| jlpt-n5
157|味わい| あじわい| flavour - flavor - taste| jlpt-n1
158|味わう| あじわう| to taste - to savor - to savour - to relish| jlpt-n2
159|味方| みかた| friend - ally - supporter| jlpt-n3
160|品切れ| しなぎれ| out of stock - sold out| jlpt-n0
161|品質| ひんしつ| quality (of a product or a service)| jlpt-n1
162|品物| しなもの| goods - article - thing| jlpt-n4
163|員名| いんめい| member name| jlpt-n0
164|員外| いんがい| non-membership| jlpt-n0
165|問題ない| もんだいない| no problem - all right - not an issue - unobjectionable| jlpt-n0
166|問屋| とんや| wholesale store - wholesale dealer - wholesaler| jlpt-n1
167|問い合わせる| といあわせる| to enquire - to inquire - to seek information| jlpt-n1
168|問う| とう| to ask - to inquire| jlpt-n1
169|問い合わせ| といあわせ| inquiry - query - enquiry| jlpt-n2
170|問題| もんだい| question (e.g. on a test) - problem| jlpt-n5
171|問い| とい| question - query| jlpt-n3
172|回答| かいとう| reply - answer| jlpt-n2
173|回り| まわり| rotation| jlpt-n3
174|回す| まわす| to turn - to rotate - to spin - to twist - to gyrate| jlpt-n3
175|回る| まわる| to turn - to rotate - to revolve - to spin| jlpt-n4
176|回り道| まわりみち| detour - circuitous route - diversion| jlpt-n2
177|回転| かいてん| rotation - revolution - turn - spin| jlpt-n2
178|図る| はかる| to plan - to attempt - to devise| jlpt-n1
179|図書| としょ| books| jlpt-n3
180|図書館| としょかん| library| jlpt-n5
181|地下| ちか| underground - below the ground| jlpt-n3
182|地図| ちず| map - atlas - chart - plan| jlpt-n5
183|堂上| どうじょう| on the roof - court nobles| jlpt-n0
184|場外| じょうがい| outside the hall (or stadium  market  etc.) - off the grounds - off the premises - off-track| jlpt-n0
185|場合| ばあい| case - occasion - situation - circumstances| jlpt-n4
186|場所| ばしょ| place - location - spot - position| jlpt-n4
187|声楽家| せいがくか| vocalist| jlpt-n0
188|声高| こわだか| loud (of a voice)| jlpt-n0
189|声楽| せいがく| vocal music| jlpt-n0
190|声明| せいめい| declaration - statement - proclamation| jlpt-n1
191|売り手市場| うりてしじょう| seller's market| jlpt-n0
192|売名| ばいめい| self-advertisement| jlpt-n0
193|売り子| うりこ| salesperson - shop assistant - hawker - peddler - vendor| jlpt-n0
194|売り手| うりて| seller - vendor| jlpt-n0
195|売り| うり| sale - selling| jlpt-n0
196|売り物| うりもの| article for sale - goods for sale - offering - For Sale (on a sign)| jlpt-n0
197|売り出す| うりだす| to put on the market - to put out for sale - to put on sale - to begin selling - to market| jlpt-n1
198|売り出し| うりだし| (bargain) sale| jlpt-n1
199|売り切れ| うりきれ| sold-out| jlpt-n2
200|売店| ばいてん| stand - stall - booth - kiosk - store| jlpt-n2
201|売れ行き| うれゆき| sales - demand| jlpt-n2
202|売り上げ| うりあげ| amount sold - sales - proceeds - takings - turnover| jlpt-n2
203|売れる| うれる| to sell (well)| jlpt-n3
204|売り場| うりば| selling area - counter - section - department - sales floor| jlpt-n4
205|売買| ばいばい| trade - buying and selling - trafficking (e.g. of humans  arms  drugs) - dealing| jlpt-n2
206|売る| うる| to sell| jlpt-n5
207|夏服| なつふく| summer clothes - summer wear - summer uniform| jlpt-n0
208|夏物| なつもの| summer clothing - summer wear| jlpt-n0
209|夏バテ| なつばて| suffering from summer heat - summer heat fatigue| jlpt-n0
210|夏場| なつば| summertime - summer season| jlpt-n0
211|夏休み| なつやすみ| summer vacation - summer holiday| jlpt-n5
212|夕立| ゆうだち| (sudden  heavy) shower (on a summer afternoon or evening) - evening shower| jlpt-n2
213|夕日| ゆうひ| evening sun - setting sun| jlpt-n2
214|夕飯| ゆうはん| evening meal - dinner - supper| jlpt-n5
215|夕方| ゆうがた| early evening (usu. from 3pm to 6pm) - dusk| jlpt-n5
216|夕べ| ゆうべ| evening| jlpt-n3
217|夜食| やしょく|  supper - night meal - late-night snack - ""fourth meal"" - midnight snack"| jlpt-n0
218|夜間| やかん| night - nighttime| jlpt-n2
219|夜明け| よあけ| dawn - daybreak| jlpt-n3
220|夜中| よなか| middle of the night - dead of night| jlpt-n3
221|太古| たいこ| ancient times - prehistoric times| jlpt-n0
222|大西洋| たいせいよう| Atlantic Ocean| jlpt-n0
223|太る| ふとる| to put on weight - to gain weight - to grow fat - to get stout| jlpt-n4
224|太い| ふとい| fat - thick| jlpt-n5
225|好き好き| すきずき| matter of taste| jlpt-n2
226|好み| このみ| liking - taste - fancy - fondness| jlpt-n3
227|好む| このむ| to like - to prefer| jlpt-n3
228|好き| すき| liking - being fond of - to one's liking - to one's taste - preferred - favourite| jlpt-n5
229|妹分| いもうとぶん| protegee - someone who one considers as a younger sister| jlpt-n0
230|妹さん| いもうとさん| younger sister| jlpt-n0
231|姉者| あねじゃ| elder sister| jlpt-n0
232|姉ちゃん| ねえちゃん| (one's) older sister - (one's) elder sister| jlpt-n0
233|姉妹校| しまいこう| sister school (to)| jlpt-n0
234|姉妹都市| しまいとし| sister city - twin town| jlpt-n0
235|姉さん| ねえさん| older sister - elder sister| jlpt-n0
236|姉妹| しまい| sisters| jlpt-n3
237|始新世| ししんせい| Eocene epoch| jlpt-n0
238|始発駅| しはつえき| starting station| jlpt-n0
239|始まらない| はじまらない| It's no use| jlpt-n0
240|始動| しどう| starting (a machine  engine  etc.)| jlpt-n0
241|始業| しぎょう| start of work - commencement - opening| jlpt-n0
242|始発| しはつ| first departure (of the day) - first train - first bus| jlpt-n1
243|始終| しじゅう| continuously - from beginning to end - from first to last| jlpt-n2
244|始まり| はじまり| origin - beginning - start| jlpt-n3
245|始める| はじめる| to start - to begin - to commence - to initiate - to originate| jlpt-n4
246|始まる| はじまる| to begin - to start - to commence| jlpt-n5
247|始め| はじめ| beginning - start - outset - opening| jlpt-n1
248|字書| じしょ| dictionary of Chinese characters - kanji dictionary| jlpt-n0
249|字体| じたい| form of a character (e.g. simplified  traditional)| jlpt-n1
250|字引| じびき| dictionary| jlpt-n5
251|室長| しつちょう| section chief - laboratory manager - office head - room monitor| jlpt-n0
252|室料| しつりょう| room rent - room rate (hotel  etc.)| jlpt-n0
253|家族| かぞく| family| jlpt-n5
254|ん家| んち| 's house - 's home| jlpt-n0
255|寒がり| さむがり| being sensitive to the cold - person who is sensitive to the cold| jlpt-n0
256|寒風| かんぷう| cold wind| jlpt-n0
257|寒さ| さむさ| coldness| jlpt-n0
258|寒気| さむけ| chill - the shivers - shivering fit| jlpt-n1
259|寒い| さむい| cold (e.g. weather)| jlpt-n5
260|屋外| おくがい| outdoors - outside| jlpt-n2
261|屋上| おくじょう| rooftop| jlpt-n4
262|工作| こうさく| handicraft| jlpt-n1
263|工事| こうじ| construction work| jlpt-n2
264|工学| こうがく| engineering| jlpt-n1
265|工業| こうぎょう| (manufacturing) industry| jlpt-n4
266|工場| こうじょう| factory - plant - mill - workshop| jlpt-n4
267|市長| しちょう| mayor| jlpt-n0
268|市場| しじょう| market (financial  stock  domestic  etc.) - marketplace - exchange| jlpt-n0
269|市場| いちば| (town) market - (street) market - marketplace| jlpt-n3
270|市民| しみん| citizen - citizenry - public| jlpt-n4
271|帰する| きする| to come to (in the end) - to end in| jlpt-n0
272|帰りがけ| かえりがけ| on the way back| jlpt-n0
273|帰って来る| かえってくる| to return - to come back| jlpt-n0
274|帰京| ききょう| returning (home) to Tokyo - returning to the capital| jlpt-n1
275|帰国子女| きこくしじょ| child who has returned to Japan after living abroad - returnee child - (Japanese) person who lived abroad during (part of) their childhood| jlpt-n0
276|帰り道| かえりみち| the way back - the way home - return trip| jlpt-n0
277|帰国| きこく| return to one's country| jlpt-n0
278|帰す| かえす| to send (someone) back - to send (someone) home| jlpt-n2
279|帰り| かえり| return - coming back| jlpt-n4
280|帰る| かえる| to return - to come home - to go home - to go back| jlpt-n5
281|広広とした| ひろびろとした| open - spacious - extensive| jlpt-n0
282|広間| ひろま| hall - saloon - spacious room - reception room| jlpt-n0
283|広がり| ひろがり| spread - span - expanse - extent| jlpt-n0
284|広大| こうだい| vast - extensive - immense - huge - large - grand - magnificent| jlpt-n0
285|広まる| ひろまる| to spread - to be propagated| jlpt-n1
286|広める| ひろめる| to spread - to propagate - to popularize - to disseminate| jlpt-n2
287|広さ| ひろさ| area - extent - dimensions - size| jlpt-n2
288|広げる| ひろげる| to spread - to extend - to expand - to enlarge - to widen - to broaden| jlpt-n2
289|広がる| ひろがる| to spread (out) - to extend - to stretch - to reach to - to get around - to fill (e.g. a space)| jlpt-n3
290|広場| ひろば| public square - square - plaza - piazza - forum| jlpt-n2
291|広い| ひろい| spacious - vast - wide| jlpt-n5
292|建前| たてまえ| face - official stance - public position or attitude (as opposed to private thoughts)| jlpt-n1
293|建つ| たつ| to be erected - to be built| jlpt-n2
294|建てる| たてる| to build - to construct| jlpt-n4
295|建物| たてもの| building| jlpt-n5
296|引き出す| ひきだす| to pull out - to take out - to draw out| jlpt-n4
297|引き出し| ひきだし| drawer| jlpt-n4
298|引く| ひく| to pull - to tug - to lead (e.g. a horse)| jlpt-n5
299|引用| いんよう| quotation - citation - reference| jlpt-n3
300|引き| びき| -off (price reduction) - discount| jlpt-n0
301|弟さん| おとうとさん| younger brother| jlpt-n0
302|弟妹| ていまい| younger brother and sister| jlpt-n0
303|弱気| よわき| timid - weak-kneed - fainthearted| jlpt-n0
304|弱者| じゃくしゃ| weak person - the weak - vulnerable person - disadvantaged person| jlpt-n0
305|弱る| よわる| to weaken - to grow weak - to wane - to decline (of one's health)| jlpt-n1
306|弱い| よわい| weak - frail - delicate - tender - unskilled - weak (wine)| jlpt-n5
307|強気| つよき| confident - assured - self-assured - firm - strong - cocksure| jlpt-n2
308|強引| ごういん| overbearing - coercive - pushy - forcible - high-handed| jlpt-n2
309|強力| きょうりょく| powerful - strong| jlpt-n3
310|強い| つよい| strong - potent - competent - domineering - tough| jlpt-n5
311|待ち合わせ場所| まちあわせばしょ| meeting place| jlpt-n0
312|待ち| まち| waiting - waiting time| jlpt-n0
313|待たせる| またせる| to keep (a person) waiting| jlpt-n0
314|待合室| まちあいしつ| waiting room| jlpt-n2
315|待つ| まつ| to wait| jlpt-n5
316|心地| ここち| feeling - sensation - mood| jlpt-n1
317|心理| しんり| state of mind - mentality - psychology| jlpt-n3
318|思い| おもい| thought| jlpt-n0
319|思い出| おもいで| memories - recollections - reminiscence| jlpt-n3
320|思い出す| おもいだす| to recall - to remember - to recollect| jlpt-n4
321|思う| おもう| to think - to consider - to believe - to reckon| jlpt-n4
322|急死| きゅうし| sudden death| jlpt-n0
323|急かす| せかす| to hurry (up) - to urge on - to press - to rush| jlpt-n1
324|急に| きゅうに| swiftly - rapidly - quickly - immediately - hastily - hurriedly| jlpt-n3
325|急行| きゅうこう| hurrying (to somewhere) - rushing - hastening| jlpt-n4
326|急ぐ| いそぐ| to hurry - to rush - to hasten - to make something happen sooner| jlpt-n4
327|悪者| わるもの| bad guy - villain - evildoer - scoundrel| jlpt-n1
328|悪い| わるい| bad - poor - undesirable| jlpt-n5
329|意地悪| いじわる| malicious - ill-tempered - unkind - mean - nasty| jlpt-n2
330|意外| いがい| unexpected - surprising| jlpt-n3
331|意思| いし| intention - wish - purpose - mind (to do)| jlpt-n3
332|意見| いけん| opinion - view - comment| jlpt-n4
333|思う| おもう| to think - to consider - to believe - to reckon| jlpt-n4
334|意味| いみ| meaning - significance - sense| jlpt-n5
335|持てる| もてる| to be able to possess (hold  get  etc.)| jlpt-n1
336|持ち| もち| having - holding - possessing - owning - using - holder - owner - user| jlpt-n1
337|持ち上げる| もちあげる| to elevate - to raise - to lift up| jlpt-n3
338|持つ| もつ| to hold (in one's hand) - to take - to carry| jlpt-n5
339|教区| きょうく| parish| jlpt-n0
340|教え| おしえ| teaching - instruction - teachings - precept - lesson - doctrine| jlpt-n1
341|教わる| おそわる| to be taught - to learn - to take lessons in| jlpt-n2
342|教員| きょういん| teacher - instructor - teaching staff - faculty member| jlpt-n1
343|教える| おしえる| to teach - to instruct| jlpt-n5
344|教会| きょうかい| church - congregation| jlpt-n4
345|教室| きょうしつ| classroom - lecture room| jlpt-n5
346|文明| ぶんめい| civilization - civilisation - culture| jlpt-n3
347|文字| もじ| letter (of alphabet) - character| jlpt-n3
348|文学| ぶんがく| literature| jlpt-n4
349|料理書| りょうりしょ| cookbook| jlpt-n0
350|料理長| りょうりちょう| head chef - master chef| jlpt-n0
351|料理店| りょうりてん| restaurant| jlpt-n0
352|料理人| りょうりにん| cook - chef| jlpt-n0
353|料金| りょうきん| fee - charge - fare| jlpt-n3
354|料理| りょうり| cooking - cookery - cuisine - meal - food - dish - item on a menu| jlpt-n5
355|方言| ほうげん| dialect - provincialism| jlpt-n2
356|旅先| たびさき| destination - place one stays during a trip| jlpt-n0
357|旅立つ| たびだつ| to begin a trip - to depart - to embark| jlpt-n0
358|旅館| りょかん| ryokan - traditional Japanese inn| jlpt-n4
359|旅行| りょこう| travel - trip - journey - excursion - tour| jlpt-n5
360|族長| ぞくちょう| patriarch - head of a family| jlpt-n0
361|親族| うから| blood relative| jlpt-n0
362|早朝| そうちょう| early morning| jlpt-n0
363|早急| そうきゅう| immediate - prompt - quick - rapid - urgent - pressing| jlpt-n1
364|早める| はやめる| to bring forward (e.g. by 3 hours) - to advance - to hasten (e.g. one's death) - to expedite - to precipitate| jlpt-n1
365|早口| はやくち| fast-talking - rapid talking| jlpt-n2
366|早い| はやい| fast - quick - rapid - swift - speedy - brisk - prompt| jlpt-n5
367|明かり| あかり| light - illumination - glow - gleam| jlpt-n3
368|開ける| あける| to open (a door  etc.) - to unwrap (e.g. parcel  package) - to unlock| jlpt-n3
369|明るい| あかるい| light - well-lit - well-lighted| jlpt-n1
370|明日| あした| tomorrow| jlpt-n4
371|映画界| えいがかい| film world - world of cinema| jlpt-n0
372|映える| はえる| to shine - to glow| jlpt-n1
373|映す| うつす| to project - to reflect - to cast (shadow)| jlpt-n2
374|映る| うつる| to be reflected - to harmonize with (harmonise) - to come out (photo) - to be projected - to be displayed (on a screen)| jlpt-n2
375|映写| えいしゃ| projection| jlpt-n1
376|映画館| えいがかん| movie theatre - movie theater - cinema| jlpt-n5
377|映画| えいが| movie - film - motion picture| jlpt-n5
378|春分| しゅんぶん| vernal equinox - spring equinox| jlpt-n0
379|春夏秋冬| しゅんかしゅうとう| spring  summer  autumn (fall) and winter - the four seasons| jlpt-n0
380|春秋| しゅんじゅう| spring and autumn - spring and fall| jlpt-n0
381|春先| はるさき| beginning of spring| jlpt-n0
382|春休み| はるやすみ| spring break - spring vacation| jlpt-n0
383|昼休み| ひるやすみ| lunch break - noon recess - noon rest period| jlpt-n4
384|昼前| ひるまえ| morning - forenoon| jlpt-n0
385|昼夜| ちゅうや| day and night| jlpt-n0
386|昼飯| ひるめし| lunch - midday meal| jlpt-n1
387|昼間| ひるま| daytime - during the day - time from sunrise until sunset - diurnal period| jlpt-n4
388|昼ご飯| ひるごはん| lunch - midday meal| jlpt-n5
389|昼食| ちゅうしょく| lunch - midday meal| jlpt-n3
390|暑中| しょちゅう| height of summer - high summer - hottest part of the summer| jlpt-n0
391|暑さ| あつさ| heat (of the weather) - hotness| jlpt-n0
392|暑い| あつい| hot - warm - sultry - heated| jlpt-n5
393|暗い| くらい| dark - gloomy - murky| jlpt-n5
394|曜日| ようび| day of the week| jlpt-n3
395|有料| ゆうりょう| fee-charging - paid - not free| jlpt-n2
396|有名| ゆうめい| famous| jlpt-n5
397|有る| ある| to be - to exist - to live| jlpt-n3
398|服する| ふくする| to obey - to submit to - to yield to - to accept - to abide by| jlpt-n0
399|服地| ふくじ| cloth - dress material - clothing fabric| jlpt-n0
400|服用| ふくよう| taking medicine - dosing| jlpt-n0
401|飲む| のむ| to drink - to gulp - to swallow - to take (medicine)| jlpt-n5
402|朝日| あさひ| morning sun| jlpt-n0
403|朝食| ちょうしょく| breakfast| jlpt-n0
404|朝ご飯| あさごはん| breakfast| jlpt-n5
405|村立| そんりつ| established by a village - village (school  library  etc.)| jlpt-n0
406|村会| そんかい| village assembly| jlpt-n0
407|村長| そんちょう| village headman - village mayor| jlpt-n0
408|村民| そんみん| villager| jlpt-n0
409|村人| むらびと| villager| jlpt-n0
410|林学| りんがく| forestry| jlpt-n0
411|林業| りんぎょう| forestry| jlpt-n1
412|林道| りんどう| path through forest - woodland path| jlpt-n0
413|森林| しんりん| forest - woods| jlpt-n2
414|業界| ぎょうかい| business world - business circles - (the) industry| jlpt-n0
415|業者| ぎょうしゃ| trader - dealer - businessperson - company - vendor - supplier - manufacturer - maker - contractor| jlpt-n1
416|楽屋| がくや| dressing room - green room - backstage| jlpt-n0
417|楽しみ| たのしみ| enjoyment - pleasure - amusement - delight - joy - fun - diversion - hobby| jlpt-n4
418|楽しむ| たのしむ| to enjoy - to take pleasure in - to have a good time - to have fun| jlpt-n4
419|楽しい| たのしい| enjoyable - fun - pleasant - happy - delightful| jlpt-n5
420|歌い手| うたいて| singer| jlpt-n0
421|歌声| うたごえ| singing voice - (sound of) singing| jlpt-n0
422|歌手| かしゅ| singer| jlpt-n3
423|歌う| うたう| to sing| jlpt-n5
424|止まる| とどまる| to remain - to abide - to stay (in the one place)| jlpt-n2
425|止める| とめる| to stop - to turn off| jlpt-n4
